Company,Organization,Date,Headline,Article,Relevance
GOOGL,Alphabet Inc,03-11-2015,Google aims to begin drone package deliveries in 2017 ,WASHINGTON Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of its drone effort said on Monday.,normal
GOOGL,Alphabet Inc,03-11-2015,UPDATE 2-Google aims to begin drone package deliveries in 2017 ,WASHINGTON  Nov 2 Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of its drone effort said on Monday.,normal
GOOG,Alphabet Inc,04-11-2015,EU's Vestager says all options open in Google case ,European Union regulators are keeping their options open as to whether to sanction Google for abusing its market power or settle the long-running case with the company  Europe's chief competition regulator said on Wednesday.,topStory
GOOG,Alphabet Inc,04-11-2015,EU's Vestager says all options open in Google case ,BRUSSELS European Union regulators are keeping their options open as to whether to sanction Google  for abusing its market power or settle the long-running case with the company  Europe's chief competition regulator said on Wednesday.,normal
GOOG,Alphabet Inc,04-11-2015,UPDATE 1-EU's Vestager says all options open in Google case ,BRUSSELS  Nov 4 European Union regulators are keeping their options open as to whether to sanction Google  for abusing its market power or settle the long-running case with the company  Europe's chief competition regulator said on Wednesday.,normal
GOOG,Alphabet Inc,04-11-2015,Lufthansa signs Google Flights deal to boost website bookings ,BERLIN  Nov 4 German airline group Lufthansa  is pushing ahead with a plan to get more people to book via its website  signing a deal with Google Flights  for users in the United States  it said on Wednesday.,normal
GOOGL,Alphabet Inc,04-11-2015,EU's Vestager says all options open in Google case ,European Union regulators are keeping their options open as to whether to sanction Google for abusing its market power or settle the long-running case with the company  Europe's chief competition regulator said on Wednesday.,topStory
GOOGL,Alphabet Inc,04-11-2015,EU's Vestager says all options open in Google case ,BRUSSELS European Union regulators are keeping their options open as to whether to sanction Google  for abusing its market power or settle the long-running case with the company  Europe's chief competition regulator said on Wednesday.,normal
GOOGL,Alphabet Inc,04-11-2015,UPDATE 1-EU's Vestager says all options open in Google case ,BRUSSELS  Nov 4 European Union regulators are keeping their options open as to whether to sanction Google  for abusing its market power or settle the long-running case with the company  Europe's chief competition regulator said on Wednesday.,normal
GOOGL,Alphabet Inc,04-11-2015,Lufthansa signs Google Flights deal to boost website bookings ,BERLIN  Nov 4 German airline group Lufthansa  is pushing ahead with a plan to get more people to book via its website  signing a deal with Google Flights  for users in the United States  it said on Wednesday.,normal
GOOG,Alphabet Inc,09-11-2015,Google gets more time to comply with Russian anti-monopoly ruling ,MOSCOW Google said on Monday that Russia's anti-monopoly watchdog had granted its request to extend a Nov. 18 deadline for the company to comply with a ruling to amend its contracts with smartphone producers.,topStory
GOOG,Alphabet Inc,09-11-2015,Google gets more time to comply with Russian anti-monopoly ruling ,MOSCOW  Nov 9 Google said on Monday that Russia's anti-monopoly watchdog had granted its request to extend a Nov. 18 deadline for the company to comply with a ruling to amend its contracts with smartphone producers.,normal
GOOGL,Alphabet Inc,09-11-2015,Google gets more time to comply with Russian anti-monopoly ruling ,MOSCOW Google said on Monday that Russia's anti-monopoly watchdog had granted its request to extend a Nov. 18 deadline for the company to comply with a ruling to amend its contracts with smartphone producers.,topStory
GOOGL,Alphabet Inc,09-11-2015,Google gets more time to comply with Russian anti-monopoly ruling ,MOSCOW  Nov 9 Google said on Monday that Russia's anti-monopoly watchdog had granted its request to extend a Nov. 18 deadline for the company to comply with a ruling to amend its contracts with smartphone producers.,normal
GOOG,Alphabet Inc,10-11-2015,Google defeats most claims in browser tracking lawsuit ,"A U.S. appeals court upheld the dismissal of federal claims and revived two California state law claims accusing Google of invading computer users' privacy by enabling the placement of ""cookies"" in their browsers to track their Internet use.",topStory
GOOG,Alphabet Inc,10-11-2015,Google defeats most claims in browser tracking lawsuit ,"A U.S. appeals court upheld the dismissal of federal claims and revived two California state law claims accusing Google of invading computer users' privacy by enabling the placement of ""cookies"" in their browsers to track their Internet use.",normal
GOOG,Alphabet Inc,10-11-2015,Google defeats most claims in browser tracking lawsuit ,"Nov 10 A U.S. appeals court upheld the dismissal of federal claims and revived two California state law claims accusing Google of invading computer users' privacy by enabling the placement of ""cookies"" in their browsers to track their Internet use.",normal
GOOGL,Alphabet Inc,10-11-2015,Google defeats most claims in browser tracking lawsuit ,"A U.S. appeals court upheld the dismissal of federal claims and revived two California state law claims accusing Google of invading computer users' privacy by enabling the placement of ""cookies"" in their browsers to track their Internet use.",topStory
GOOGL,Alphabet Inc,10-11-2015,Google defeats most claims in browser tracking lawsuit ,"A U.S. appeals court upheld the dismissal of federal claims and revived two California state law claims accusing Google of invading computer users' privacy by enabling the placement of ""cookies"" in their browsers to track their Internet use.",normal
GOOGL,Alphabet Inc,10-11-2015,Google defeats most claims in browser tracking lawsuit ,"Nov 10 A U.S. appeals court upheld the dismissal of federal claims and revived two California state law claims accusing Google of invading computer users' privacy by enabling the placement of ""cookies"" in their browsers to track their Internet use.",normal
GOOG,Alphabet Inc,13-11-2015,Russia's Yandex says complained to EU over Google's Android ,MOSCOW Russia's biggest search site Yandex said on Friday it had asked the European Commission to investigate Google's practices in relation to its Android mobile operating system in the European Union.,topStory
GOOG,Alphabet Inc,13-11-2015,UPDATE 1-Russia's Yandex says complained to EU over Google's Android ,MOSCOW  Nov 13 Russia's biggest search site Yandex said on Friday it had asked the European Commission to investigate Google's practices in relation to its Android mobile operating system in the European Union.,normal
GOOGL,Alphabet Inc,13-11-2015,Russia's Yandex says complained to EU over Google's Android ,MOSCOW Russia's biggest search site Yandex said on Friday it had asked the European Commission to investigate Google's practices in relation to its Android mobile operating system in the European Union.,topStory
GOOGL,Alphabet Inc,13-11-2015,UPDATE 1-Russia's Yandex says complained to EU over Google's Android ,MOSCOW  Nov 13 Russia's biggest search site Yandex said on Friday it had asked the European Commission to investigate Google's practices in relation to its Android mobile operating system in the European Union.,normal
GOOG,Alphabet Inc,17-11-2015,Google to contest Russia's antitrust ruling on Android ,MOSCOW Google  will contest in court a ruling by Russia's antitrust agency that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology company said on Tuesday.,topStory
GOOG,Alphabet Inc,17-11-2015,Google to contest Russia's antitrust ruling on Android ,MOSCOW Google will contest in court a ruling by Russia's antitrust agency that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology company said on Tuesday.,normal
GOOG,Alphabet Inc,17-11-2015,UPDATE 1-Google to contest Russia's antitrust ruling on Android ,MOSCOW  Nov 17 Google will contest in court a ruling by Russia's antitrust agency that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology company said on Tuesday.,normal
GOOG,Alphabet Inc,17-11-2015,Google to contest Russia antitrust ruling on Android ,MOSCOW  Nov 17 Google will contest in court the Russian antitrust agency's ruling that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology giant said on Tuesday.,normal
GOOGL,Alphabet Inc,17-11-2015,Google to contest Russia's antitrust ruling on Android ,MOSCOW Google  will contest in court a ruling by Russia's antitrust agency that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology company said on Tuesday.,topStory
GOOGL,Alphabet Inc,17-11-2015,Google to contest Russia's antitrust ruling on Android ,MOSCOW Google will contest in court a ruling by Russia's antitrust agency that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology company said on Tuesday.,normal
GOOGL,Alphabet Inc,17-11-2015,UPDATE 1-Google to contest Russia's antitrust ruling on Android ,MOSCOW  Nov 17 Google will contest in court a ruling by Russia's antitrust agency that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology company said on Tuesday.,normal
GOOGL,Alphabet Inc,17-11-2015,Google to contest Russia antitrust ruling on Android ,MOSCOW  Nov 17 Google will contest in court the Russian antitrust agency's ruling that it broke competition law by abusing its dominant position with its Android mobile platform  the U.S. technology giant said on Tuesday.,normal
